,page_url,image_url,author,title,annotation,genre
141,https://www.biblio-globus.ru/product/10781933,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10781933.jpg,Акунин Б.,Планета вода. Приключения Эраста Фандорина в ХХ веке. Часть первая.,"Приключения Эраста Петровича Фандорина в XX веке. Часть первая. В книгу вошло три детектива: технократический, ностальгический и идиотический. Действие происходит в 1902–1912 годах.Предыдущая книга — ""Черный город""",Отечественные детективы
142,https://www.biblio-globus.ru/product/10645081,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10645081.jpg,Маркарьян Р.В.,Ключевая фраза,"Основанный на реальных событиях, мистический и конспирологический детектив написан известным российским адвокатом, принимавшим участие в ряде громких судебных дел и сделавшимся лицом популярных телепроектов ""Суд присяжных"" и ""Окончательный вердикт"". На поиски фразы, управляющей умами присяжных, и библейского артефакта, дающего власть над судебной системой, автор отправляет адвоката Артема Каховского. В водовороте криминальных событий герои романа пытаются постичь тайные основы жизни и судьбы.",Отечественные детективы
143,https://www.biblio-globus.ru/product/10917847,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10917847.jpg,Акунин Б.,Смерть Ахиллеса с иллюстрациями,"В 1882 году Эраст Фандорин возвращается в Москву после четырёхлетней дипломатической службы в Японии. Здесь он узнаёт, что его друг по балканской кампании, прославленный «белый генерал», «русский Ахиллес», герой Плевны Михаил Соболев (прототип — Михаил Дмитриевич Скобелев) умер от сердечного приступа. Заподозрив, что ранняя смерть генерала могла быть вызвана другими причинами, Фандорин начинает расследование, во время которого ему придётся встретиться лицом к лицу со своим старым врагом.",Отечественные детективы
144,https://www.biblio-globus.ru/product/10914011,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10914011.jpg,Володарская О. ,Жена Синей Бороды,"Они поженились в 1910 году. Юная графиня Арина Барышникова и внук бурлака купец Егоров, немолодой, тучный, хмурый, некрасивый. Заласканная отцом принцесса, выросшая во дворце, вышла замуж за того, кого в городе называли Синей Бородой. Егоров уже похоронил двух жен и нашел себе третью. Не беда, что ее батюшка все состояние профукал — денег купца хватит на всех …Егоров искренне верил, что сможет сдержать своих демонов в новом браке. Арина надеялась со временем полюбить мужа, о репутации которого папочка умолчал. Но оба ошиблись. В первую же брачную ночь графиня Барышникова узнала, что такое ад…",Отечественные детективы
145,https://www.biblio-globus.ru/product/10867294,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10867294.jpg,Лосева Л. ,Черный чемоданчик Егора Лисицы,"Пора надежд и невзгод – 20-е годы в России прошлого века. Южный город, ""маленький Париж"", где смешались большевики, масоны и местные банды. Молодой врач Егор Лисица расследует преступления  при помощи передовой науки - криминалистики.  Ночью его вызывают в штаб, где найден мертвый телеграфист. Но уже через пару дней в составе отряда Лисице приходится покинуть город, чтобы доставить ценный груз к морю. Связано ли убийство телеграфиста  с миссией отряда?  Что хранит черный чемоданчик Егора Лисицы и поможет ли знание прогрессивных научных методов молодому врачу?",Отечественные детективы
146,https://www.biblio-globus.ru/product/10607730,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10607730.jpg,Акунин  Б.,Ореховый Будда : [роман],"Роман «Ореховый Будда» описывает приключения священной статуэтки, которая по воле случая совершила длинное путешествие из далекой Японии в не менее далекую Московию. Будда странствует по взбудораженной петровскими потрясениями Руси, освещая души светом сатори и помогая путникам найти дорогу к себе...",Отечественные детективы
147,https://www.biblio-globus.ru/product/10906751,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10906751.jpg,Корецкий Д.А. ,Возвращение не гарантируется,"Они познакомились на пустынном ночном шоссе, где бандиты тащили в машину стриптизершу Виолетту, а случайный очевидец по прозвищу Скат выручил ее, оставив на месте три трупа. В расследовании происшествия переплетаются интересы «братвы», полиции, единственной свидетельницы и простого парня-спецназовца, принимающего деятельное участие в судьбе спасенной девушки, которая изначально мечтала стать певицей. Они вращаются в разных социальных кругах и живут совершенно разными жизнями, но в вихре репетиций, концертов, банкетов, предательств, убийств и покушений ему удается помочь ей — уже назначено выступление на престижном песенном конкурсе. Правда, Скату предстоит сложная командировка, возвращение из которой не гарантируется. Ему надо выполнить задание и, как обещал, послушать выступление восходящей звезды. Удастся ли совместить эти цели? Впрочем, люди его профессии всегда надеются на лучшее и никогда не нарушают данное слово…",Отечественные детективы
148,https://www.biblio-globus.ru/product/10905694,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10905694.jpg,Степанова Т.Ю. ,Молчание сфинкса,"Старинное предание гласит – несметные сокровища, спрятанные в усадьбе, достанутся лишь тому, кто лишит жизни священника, красавицу, мастера… Разве найдется в наше рациональное время человек, который поверит во всю эту чепуху? Но в усадьбе Лесное происходят жуткие вещи: погиб местный священник, убита красивая женщина… Начальник отдела убийств Никита Колосов и сотрудница пресс-центра УВД Катя Петровская не сомневаются – преступник на этом не остановится. Надо вычислить его как можно быстрее. Сделать это поможет древнее заклятье, оберегающее клад: оно прямо указывает, кто станет следующей жертвой…",Отечественные детективы
149,https://www.biblio-globus.ru/product/10893792,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10893792.jpg,Михалкова Е. И.,Перо бумажной птицы,"Пропала девушка. Ее любящая семья нанимает частных детективов Макара Илюшина и Сергея Бабкина. Для профессионалов это несложная задача. Но выстрел наемного убийцы разбивает вдребезги то, что казалось простым и очевидным. Сыщики понимают, что стали пешками в чужой игре. Увидят ли они сквозь морок лицо настоящего преступника? Куда приведут их поиски? Читайте в новом романе Елены Михалковой «Перо бумажной птицы»!",Отечественные детективы
150,https://www.biblio-globus.ru/product/10870200,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10870200.jpg,Акунин Б.,Весь мир театр,"Роман Бориса Акунина «Весь мир театр» покажет главного героя - 55-летнего Эраста Фандорина без его суперменской неуязвимости и в обстоятельствах, к которым прославленный детектив оказался не готов.",Отечественные детективы
151,https://www.biblio-globus.ru/product/10822950,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10822950.jpg,Филиппов  И.,Тень,"На тихой безлюдной улице машина сбивает юную девушку Соню. Вопреки приказу начальства, найти убийцу пытается следователь Степа Корнеев, за что довольно быстро получает пулю в грудь. Но смерть для Степы - это только начало. Переступив границу между жизнью и смертью, он оказывается в причудливом мире Подмосковия, населенном неупокоенными душами. Теперь Степе предстоит найти загадочного злодея, замыслившего уничтожить Москву. Вот только справится ли он с задачей, ведь еще никогда угроза не была столь реальной…",Отечественные детективы
152,https://www.biblio-globus.ru/product/10716046,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10716046.jpg,Маринина  А.,Безупречная репутация. Том 2,"Такого странного дела в практике Анастасии Каменской не было давно. Неизвестному писателю Андрею Кислову крупно повезло.  По его единственному роману, изданному за свой счет, хотят снять сериал и предлагают солидный гонорар. Разумеется, тот с радостью соглашается. А потом внезапно объявляет, что не подпишет договор ни на каких условиях. На кону большие деньги, и к выяснению причин столь загадочного отказа привлекают сотрудника частного детективного агентства - Настю Каменскую. Но вскоре та становится главным подозреваемым в деле об убийстве. Конечно, ну а кто же еще! Ведь это она – Настя - грязно домогалась потерпевшего, угрожала ему... Он сам рассказывал об этом перед смертью, да и другие свидетели имеются…",Отечественные детективы
153,https://www.biblio-globus.ru/product/10901580,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10901580.jpg,Акунин Б.,Коронация с иллюстрациями,"Действие этого романа происходит в 1896 году, накануне коронации императора Николая II. Похищен Михаил, четырёхлетний сын великого князя Георгия Александровича. Похититель, называющий себя «доктор Линд», требует бриллиант «граф Орлов», которым украшен императорский скипетр, в обмен на принца. Если сделка не состоится, ребёнок будет возвращён родителям по частям. Но без скипетра не может состояться коронация. Эраст Петрович Фандорин берётся спасти честь монархии.",Отечественные детективы
154,https://www.biblio-globus.ru/product/10881688,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10881688.jpg,Баскова О. ,Кольцо королевы Фредегонды,"Королева древних франков Фредегонда сделала все, чтобы заполучить власть, она жестоко уничтожала всех, кто стоял на ее пути. В этом ей помогало кольцо с рисунком трилистника, доставшееся ей от темных сил… В наши дни Дмитрий Лихуте расследует необычные криминальные происшествия. Его пригласили в Крым, чтобы он узнал, что подтолкнуло молодого парня Виктора совершить самоубийство. Или, может, это на самом деле убийство? Ведь в блокноте Виктора были найдены странные записи и рисунок трилистника с загадочной надписью…",Отечественные детективы
155,https://www.biblio-globus.ru/product/10881057,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10881057.jpg,Свечин Н. ,Дело Варнавинского маньяка,"Коллежский асессор Алексей Лыков теперь «уязвим» для преступного мира: женившись на своей давней любви красавице Вареньке Нефедьевой и став отцом двух сыновей, бесстрашный петербургский сыщик расследует дело жестокого Варнавинского маньяка. Жертвами этого «зверя» становятся беззащитные дети, и, неровен час, младшие Лыковы попадут в лапы нелюдя… Сможет ли сыщик справиться с собственными страхами и поймать убийцу, не рискуя благополучием собственной семьи? Детектив Николая Свечина – это и трогательная мелодрама, и жесткий экшн, заставляющий вспомнить лучшие образцы жанра!",Отечественные детективы
156,https://www.biblio-globus.ru/product/10842157,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10842157.jpg,Донцова Д.А. ,Неудачная карьера мегеры,"Ну и в историю влипла Виола Тараканова! Ей предложили стать участницей телешоу. Маленькая деталь - Вилке предстоит изображать ведьму и до конца съемок жить в комнатушке, предоставленной телеканалом. Степан не сумел отговорить жену от затеи, и Виола уехала в Подмосковье. И вот во время съемок новоявленная ведьма предотвращает два покушения на жизнь ведущей шоу Марго. А потом узнает, что подозреваемой хотят сделать ее - Вилку. Такое положение здорово рассердило автора детективных романов, и Тараканова бросилась искать человека, который все это организовал. Как всегда, она справится и с этим непростым делом.  А кто ей поможет? Ну конечно же любимый муж Стёпа!",Отечественные детективы
157,https://www.biblio-globus.ru/product/10661655,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10661655.jpg,Устинова  Т.В.,Пояс Ориона,"Тонечка – любящая и любимая жена, дочь и мать. Счастливица, одним словом! А еще она известный сценарист и может быть рядом со своим мужем-режиссером всегда и везде – и на работе, и на отдыхе. И живут они душа в душу, и понимают друг друга с полуслова… Или Тонечке только кажется, что это так? Однажды они отправляются в прекрасный старинный город. Её муж Александр должен встретиться с давним другом, которого Тонечка не знает. Кто такой этот Кондрат Ермолаев? Муж говорит – повар, а похоже, что бандит. Во всяком случае, как раз в присутствии столичных гостей его задерживают по подозрению в убийстве жены. Александр явно что-то скрывает, встревоженная Тонечка пытается разобраться в происходящем сама – и оказывается в самом центре детективной истории, сюжет которой ей, сценаристу, совсем непонятен. Ясно одно: в опасности и Тонечка, и ее дети, и идеальный брак с прекрасным мужчиной, который, возможно, не тот, за кого себя выдавал…",Отечественные детективы
158,https://www.biblio-globus.ru/product/10597465,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10597465.jpg,Дашкова  П. В.,Горлов тупик,"Он потерял все: офицерское звание, высокую должность, зарплату, отдельную квартиру. Дело, которое он вел, развалилось. Подследственные освобождены и объявлены невиновными. Но он не собирается сдаваться. Он сохранил веру в себя и в свою особую миссию. Он начинает жизнь заново, выстраивает блестящую карьеру, обрастает влиятельными знакомыми. Генералы КГБ и сотрудники Международного отдела ЦК считают его своим, полезным, надежным, и не подозревают, что он использует их в сложной спецоперации, которую многие годы разрабатывает в одиночку. Он докажет существование вражеского заговора и виновность бывших подследственных. Никто не знает об его тайных планах. Никто не пытается ему помешать. Никто, кроме девятнадцатилетней девочки, сироты из грязной коммуналки в Горловом тупике. Но ее давно нет на свете. Она лишь призрак, который является к нему бессонными ночами.Действие романа охватывает четверть века - с 1952 по 1977 годы. Сюжет основан на реальных событиях.",Отечественные детективы
159,https://www.biblio-globus.ru/product/10917848,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10917848.jpg,Акунин Б.,Любовник смерти с иллюстрациями,"Смерть — одна из героинь романа, получившая свое прозвище по двум причинам. Во-первых, она несколько раз была на волоске от гибели, но каждый раз оставалась жива и невредима. А во-вторых, все ее кавалеры погибали вскоре после того, как начинали за ней ухаживать. Девушка со страшным прозвищем Смерть так понравилась жителю Хитровки Сеньке Скорикову, что он решается на самые отчаянные поступки, чтобы завладеть ее вниманием. В итоге парень становится свидетелем и даже соучастником череды убийств, находит старинный клад, сам чуть не прощается с жизнью, и, наконец, знакомится с Эрастом Фандориным, который помогает ему выбраться из всех передряг.",Отечественные детективы
160,https://www.biblio-globus.ru/product/10901905,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10901905.jpg,Анонимус ,Дело Черных дервишей,"2018 год. Москва. Старший следователь Орест Волин расследует дело, связанное с пропажей ценной копии Корана Усмана. Дело осложняется убийством похитителя. Волин приходит к выводу, что на самом деле вор должен был украсть оригинальный Коран Усмана, который является мусульманской святыней и как раз в эти дни был привезён из Ташкента в Петербург.1923 год. Очередной дневник детектива Загорского рассказывает о поездке сыщика в Ташкент. В это же время из специального вагона, следующего из Уфы, происходит кража знаменитой мусульманской святыни ? Корана Усмана. Предполагается, что Коран Усмана содержит в себе некие апокрифические суры и аяты, данные свыше пророку Мухаммеду, но изъятые из окончательной версии священной книги в связи с их опасностью для правоверных. Если Коран Усмана попадёт в недобрые руки, это может разрушить весь мусульманский мир. Загорский и его верный помощник Ганцзалин берутся за дело…",Отечественные детективы
161,https://www.biblio-globus.ru/product/10883367,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10883367.jpg,"Князева А., Князева К. ",Последний день лета,"Бывший следователь Ульяна Железняк стала начальником службы безопасности пансионата. В первый же день ее работы произошло ЧП: к берегу прибило унесенный рекой с размытого кладбища гроб. Под фальшивым дном обнаружилось второе тело…Распутывая давнюю историю с нелегальным захоронением, Ульяна оказалась в самом центре пугающих событий. Оказалось, они тесно связаны с драматической историей ее семьи. Причем четверть века назад ключевую роль в них сыграла сама Ульяна, но детская память заблокировала шокирующие воспоминания. Удастся ли ей всё вспомнить и отыскать виновных?",Отечественные детективы
162,https://www.biblio-globus.ru/product/10879470,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10879470.jpg,"Литвинова А.В., Литвинов С.В. ",Я все скажу,"Убит знаменитый актер Андрей Грузинцев — в своем особняке, на собственном юбилее, в окружении семьи и многочисленных гостей. С его пальца исчез старинный перстень. И лишь единственный гость на празднике, поэт Богоявленский, знает, сколь знаменито и драгоценно это кольцо, некогда принадлежавшее самому Пушкину. Но Богоявленского задерживают по подозрению в убийстве. И неспроста — ведь у него было намерение похитить перстень. Сможет ли он оправдаться, самостоятельно найти убийцу и заполучить волшебное кольцо, которое передавали друг другу лучшие российские поэты?",Отечественные детективы
163,https://www.biblio-globus.ru/product/10876192,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10876192.jpg,Свечин Н. ,Роковые числа,"Сыщик нижегородской полиции Алексей Лыков и его наставник Павел Благово приезжают в Санкт-Петербург по приглашению нового министра внутренних дел графа Игнатьева. Теперь они служат в департаменте полиции столицы. В Петербурге происходят загадочные убийства беременных женщин: убито уже пятеро, но Благово уверен, счет дойдет до девяти! Эти  убийства могут повлечь за собой серьезные и страшные события: свержение монархии в России…Лыкову предстоит опуститься на самые низы преступного мира, схватиться с настоящим людоедом и выстоять в одиночку против десятка недюжинных подлецов. Превратиться в настоящего демона из плоти и крови…",Отечественные детективы
164,https://www.biblio-globus.ru/product/10872148,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10872148.jpg,Анонимус ,Камень погибели,"Старший следователь Следственного комитета Орест Волин берется за расследование кражи в доме известного коллекционера китайского фарфора. Среди украденных вещиц — китайский болванчик Будда Милэ, который не отличается особой ценностью, но превосходит размерами другие украденные предметы из редкой коллекции. В ходе розыскных действий Орест Волин узнает о знаменитом китайском алмазе «Слеза Будды», по легенде обладавшем огромной магической силой. В 1911 году алмаз был украден и переправлен за границу именно в таком китайском болванчике. Маловероятно, что алмаз до сих пор скрыт в фигурке, но теперь кому-то понадобилось бывшее хранилище сокровища. Кому и для чего? Тем временем старый знакомый Волина, генерал Воронцов, находит в дневниках надворного советника Загорского историю алмаза. И Волин берется за дневник, который рассказывает о событиях, происходящих в Китае и Тибете в 1914 году...Продолжение проекта AНОНИМYС погрузит вас в атмосферу Востока начала ХХ века, богатогона шпионские истории и дипломатические хитрости. Но главная загадка — кто же скрывается за псевдонимом автора?",Отечественные детективы
165,https://www.biblio-globus.ru/product/10859034,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10859034.jpg,Акунин Б. ,Он уходя спросил,"«В этот самый миг с грохотом распахнулась дверь. Сейчас судьба подхватит меня и понесет на своих бурных волнах, не давая опомниться…» Не зря криминалист Василий Гусев пытался передать дело «табачно-спичечной королевы» главе частного детективного агентства. Расследование, на первый взгляд касающееся только одной семьи, вскоре выйдет на совсем другой уровень и затронет тех, от кого зависит судьба Империи…",Отечественные детективы
166,https://www.biblio-globus.ru/product/10835099,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10835099.jpg,Донцова Д.А. ,Мамаша Бармалей,"Если жизнь загнала тебя в угол, сделай из бумаги разноцветные фонарики, укрась ими этот самый угол и живи счастливо. Евлампия Романова не боится проблем, но иногда их оказывается так много, что даже Лампа теряется. В офис Макса Вульфа пришла Ирина Голкина и заявила, что у нее пропала дочь. Клиентка называла Алису малышкой, деточкой, ребенком. Но оказалось, что «детке» … двадцать четыре года, и она работает преподавателем в колледже.  Мать буквально повсюду водила дочь за руку. Так может быть Алиса сбежала от надоедливой опеки мамаши? Сыщики взялись за поиски и выяснили, что накануне исчезновения девушку видели вместе со студентом их колледжа Никитой Ракитиным: молодые люди спускались в подвал учебного корпуса. Никита -  художник, известный в Англии иллюстратор детских книг, недавно вернувшийся в Россию. А вот его отец отбывает срок на зоне за убийство. Команда Вульфа начала изучать прошлое старшего Ракитина, и тут из всех шкафов посыпались такие скелеты…",Отечественные детективы
167,https://www.biblio-globus.ru/product/10817964,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10817964.jpg,Литвинова А.В.,Завтра может не быть,"В результате таинственного эксперимента Варвара Кононова и Алексей Данилов оказываются в 1957 году в СССР. Пользуясь своим знанием будущего, Алексей становится помощником первого секретаря ЦК КПСС Хрущева. Но высокое положение молодой человек занимает недолго. Его рассказы о крахе коммунизма в 90-х доводят Хрущева до исступления. Алексея арестовывают. В то же самое время из будущего прибывает полковник Петренко, который рассказывает Варе страшные вещи: в 2020-ом году в России началась череда эпидемий и катастроф. Перед Петренко стоит задача: переписать историю. А Варя и Данилов вынуждены ему помогать…",Отечественные детективы
168,https://www.biblio-globus.ru/product/10877888,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10877888.jpg,Омер М. ,Дом страха,"Детектив Ханна Шор из Гленмор-Парка ведет дело о похищении дочери своей подруги. Чтобы вернуть девочку домой, она объединяет усилия с ФБР. Но даже матерые агенты Бюро в растерянности: похитители разместили требование выкупа и фото похищенной в социальной сети, и оно становится вирусным.Ситуация быстро выходит из-под контроля. Теперь на детективов смотрит весь мир. Слухи распространяются со скоростью лесного пожара, а онлайн-линчеватели подливают масла в бушующее пламя. В городок со всей страны едут доморощенные сыщики. И начинается хаос…Расследование заходит в тупик – похитители рассчитали всё до мелочей и не оставили никаких следов. А время стремительно утекает. И тогда в Гленмор-Парк, отложив свое расследование в Техасе, приезжает профайлер ФБР Зои Бентли. Ее выводы становятся лучом света в кромешной тьме. Теперь детективы будут искать направленно. А главное, они поняли, что это похищение совершено не ради выкупа…",Зарубежные детективы
169,https://www.biblio-globus.ru/product/10642044,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10642044.jpg,Гранже Ж.-К.,Последняя охота,"Жан-Кристоф Гранже – признанный мэтр европейского детектива и триллера, чья громкая литературная слава началась с триллера «Багровые реки» (1998), вскоре блестяще экранизированного. Главный герой – блистательно сыгранный Жаном Рено немногословный полицейский Пьер Ньеман, обладающий въедливым аналитическим умом, но неуживчивым характером, сразу полюбился зрителям. И вот двадцать лет спустя Гранже решил воскресить легендарного комиссара в своем новом романе. В сердце Шварцвальда, в Черном Лесу началась последняя охота. Но когда прозвучал рог, оказалось, что убит не олень и не кабан, а Юрген фон Гейерсберг, молодой немецкий аристократ, владелец окрестных земель и огромного состояния. Расследование ведут следователи из Германии и Франции, за французов играет знаменитый комиссар Пьер Ньеман, а также его ученица и коллега Ивана Богданович. В распоряжении экспертов есть тело жертвы. Но нет ни головы, ни внутренностей. И никаких следов. Вскоре полицейским становится ясно, что это только начало. Неведомый преступник открыл охоту  не только на представителей рода Гейерсбергов, но и на самих сыщиков, а за цепочкой странных убийств маячит страшная тень – тень  зверя.Впервые на русском.",Зарубежные детективы
170,https://www.biblio-globus.ru/product/10737268,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10737268.jpg,Гэлбрейт Р.,Дурная кровь,"Корморан Страйк навещает родных в Корнуолле. Там к частному детективу, вновь попавшему на первые полосы газет после того, как он поймал Шеклуэллского Потрошителя и раскрыл убийство министра культуры Джаспера Чизуэлла, обращается незнакомая женщина и просит найти ее мать, пропавшую при загадочных обстоятельствах в 1974 году. Страйку никогда еще не доводилось расследовать «висяки», тем более сорокалетней выдержки; шансы на успех почти нулевые. Но он заинтригован таинственным исчезновением молодого доктора Марго Бамборо и берется за дело, которое оказывается, пожалуй, самым головоломным в его практике. Со своей верной помощницей Робин Эллакотт, успевшей стать в их агентстве полноправным партнером, Страйк разыскивает неуловимых очевидцев и опрашивает ненадежных свидетелей, ищет подходы к сидящему четвертое десятилетие за решеткой маньяку-убийце, с отвращением осваивает гадание по картам Таро и астрологические премудрости — и постепенно убеждается, что даже дела настолько давние могут быть смертельно опасны… Впервые на русском!",Зарубежные детективы
171,https://www.biblio-globus.ru/product/10917529,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10917529.jpg,Ми Л.,Профайлер,"""Вампир"". Весной 2002 года в китайском Цзяньбине происходит сразу три убийства. Молодые женщины задушены и выпотрошены. Найдены следы их крови, смешанной с молоком, которую пил убийца…Фан Му. В Университете Цзянбина, на отделении криминалистики учится весьма необычный студент. Замкнутый, нелюдимый, с темными тайнами в прошлом и… гений. Его настоящий дар: подмечать мельчайшие детали и делать удивительно точные психологические портреты. В свои двадцать четыре года он уже помог полиции поймать нескольких самых опасных маньяков и убийц…Смертельный экзамен. И теперь некто столь же гениальный, сколь и безумный, бросает вызов лично Фан Му. Сперва на двери его комнаты появляется пятиконечная звезда – фирменный знак знаменитого Ночного Сталкера. А на следующий день в Университете находят труп. Убийца в точности повторил способ, которым Ночной Сталкер расправлялся со своими жертвами. Не вписывается только шприц, найденный рядом с телом. Похоже, преступник предлагает профайлеру сыграть в игру: угадаешь следующего маньяка - предотвратишь новую смерть...",Зарубежные детективы
